ID,abdomen_brightness_cor
284167,14.34363352206475
284171,14.14489571837317
284178,10.955889556059
284194,24.996766484301762
284582,16.55355887597436
285663,12.87845452194144
285671,18.128355296701685
285675,15.881310417204022
285678,19.244533850570747
285695,15.425947486513714
285700,24.207097324490057
285703,22.97496634235995
287308,19.583386494518287
287430,14.121681388368483
288829,16.45217866220834
288831,19.26718864609015
318148,15.461388961410282
499154,20.971188261677366
499158,16.38805651882607
499177,15.163891830739415
499197,20.899602624746368
499235,16.442705906160512
499255,25.080312097249088
501942,14.093023289272562
501951,13.188848365573506
501953,14.384763861048777
501975,12.984510066208298
501982,16.354346717936647
502005,23.197870194338122
502007,14.86939192681972
502029,22.34136271467125
502044,13.118769950730956
502123,20.344813487334427
502133,10.95094689873366
502143,14.167790981713212
502150,21.348610512097423
502153,15.523798038055961
502160,17.30501718443426
502167,23.876818604455792
502169,9.996291188851771
502176,16.18637095647753
502523,13.336516086656582
502527,15.252197130291826
502530,16.203980777359554
502531,13.440427807052515
502535,17.609688071930865
502552,21.016517232576966
502555,25.608901868007358
502557,18.15280035834484
502596,13.51639931193151
502600,12.360476433119212
502603,23.816363602653556
502605,14.32058577871539
502614,12.774153019185455
502616,14.82852636979766
502617,11.773962743509141
502618,11.541645557375347
502625,22.109283395149916
502633,14.255869690874983
502637,11.522661214232663
502864,29.319430732481965
502869,16.461246436389896
502871,18.435594061854328
502872,20.179147577776607
502875,10.925044364357307
502877,16.24622427622951
502888,22.276260238223273
502893,17.74699159906955
502895,17.896008325710408
502926,23.71381716499115
502939,18.026665443416476
502946,24.42700904986424
503261,18.210073516464387
503285,14.377691722269187
503288,11.422395466476766
503290,10.229345172723328
503301,13.91447624872681
503304,25.70903964100598
503306,26.681146862447605
503307,18.961588370288116
503309,32.32903526401572
503314,25.226752683040456
503315,14.572835495706379
503317,20.953396789789572
504591,30.83456435190181
504598,18.981558478572474
504604,18.85598842508838
504616,19.709656871655163
504621,21.433290988952596
504624,20.468860289524336
504634,20.68575913736262
504637,19.33372572123918
504640,15.91885879577639
504643,10.416492207390803
504648,10.338030270135912
504653,15.731818015844858
504655,10.389669017381348
504656,17.21401342713096
504661,30.12017870344668
504664,18.28250669518183
504665,22.22251682540581
504670,24.71436791837862
504673,28.49703081376288
504674,17.3308754319081
504684,14.048813909917666
504687,15.086295195137225
504689,19.128372913066386
504736,26.25183551947029
504739,25.431568912840582
504746,35.84971411191767
504747,18.282494074477544
504748,37.22245042609149
504751,24.908865119466935
504752,29.56705393497442
504754,24.039465868010904
504756,21.282192933374798
504758,26.912378749370742
504759,17.82443018344021
504760,26.121383178573407
504762,33.28329541377892
504763,25.222104296745798
504764,31.70130646541822
504765,25.736183412626026
504766,25.18265538200936
504797,18.933932844313237
504799,12.964544128601444
504804,23.60989708885487
504806,16.0548739206865
504811,24.78598849332633
504813,22.468778059455108
504817,19.46347404356006
504818,23.500966230776395
504820,21.805236520053302
504823,19.827069311848987
504825,19.08456984540904
504830,19.395883107544588
504837,17.241044136028638
504842,12.669341550484395
504849,12.95588069842849
504850,30.418985018606822
504852,21.18591918952772
504872,19.457892188977198
504876,11.136991356189553
504881,16.156867819650063
504884,15.593983217297545
504888,17.696977652173146
504892,16.593999924884514
504896,16.047282446759876
504901,14.730117893089165
504906,12.707292735953919
504909,10.032468411114426
504911,11.93626002529366
504915,14.919812299674904
506093,29.744069358924374
506094,26.027569303255397
506096,20.84410883857684
506100,25.16271163014725
506102,20.51148921557479
506110,11.102411439140255
506115,14.973472745658128
506123,11.201121710729621
506149,14.466905522428089
506151,17.28562805003576
506160,17.800670874831248
506165,16.117523290138756
506176,14.899735997720084
506201,12.582322318642797
506213,18.086924554050253
506214,16.90982514791128
506219,12.341471196340368
506609,15.70044931351816
506614,20.82774836684454
506615,28.07366087743376
506618,20.746185070354265
506630,29.650507837766146
506632,27.904653628196456
506634,18.92352321238853
506639,26.17834525857226
506649,16.45846327718385
506661,24.551954664060244
506668,14.881811028017465
506679,14.949541679492823
506698,16.621027006947187
506710,17.80276136407392
506714,16.58418654837933
506728,12.199249409935423
506739,26.114802729552174
508337,14.725484728977946
508348,25.213919820381513
508354,27.061049306423495
508366,22.295449205372243
508367,25.296947479637787
508390,18.452800869897082
508391,17.04023065570427
508393,18.28174158079745
508399,15.486413172913435
508407,18.938941220473094
509363,19.46656714890477
509364,13.32467420573911
509366,19.426138763689586
509369,14.885555851231294
509370,19.591773002311694
509371,25.86556835515086
509386,18.4213500651967
509390,16.89109323518955
509400,21.163243599742316
509401,19.41253304747039
509402,17.524643421407795
509405,18.28086017962229
509406,16.646575910011176
509441,22.64716639045671
509482,12.191113743171163
509488,17.214748482640484
509493,12.270654005241802
509498,18.476905516605925
509502,20.351623579176575
509510,14.417307839964026
509516,27.010557544855434
509520,16.95666967506715
509522,18.67686779783085
509533,15.254064766707405
509535,11.770092959989336
509539,14.54302651292164
509541,9.93945512248939
509576,15.532256588571888
509577,8.625978277038417
509943,37.71420555710872
510066,22.476449965439727
510068,27.834793333598235
510079,31.737592620099715
510095,36.161568669175175
510104,23.94924117245698
510110,17.992585570869235
510111,33.959507354342776
510121,16.43195558531879
510122,21.282936882460557
510126,24.272225354770047
510127,19.261373138261643
510142,35.94024481830525
510143,19.480309244013934
510170,28.233318061528827
510332,17.14325486375525
510393,19.968452668988753
510426,18.677272623040764
510430,15.521860101615378
510433,18.780083840698754
510437,29.5546018648512
510450,16.511261577486685
510454,21.464775572717027
510456,17.724273051837105
510460,20.22031400812353
510582,20.7173838035477
510588,21.84922726508236
510600,21.24826632939529
510603,21.56495351076419
510611,18.32668666183822
510613,22.327861648984648
510617,23.41356042177934
510623,18.078045874050684
510650,13.717460444506296
510653,11.950248198344537
510654,18.452525992399025
510656,15.537178686135974
510657,22.000802268109275
510659,16.434331505681687
510660,13.053550355228861
510661,14.831571493141901
510663,13.054865826997997
510664,23.437952234169703
510665,23.332682360505846
510669,14.87431656422956
510671,8.906387357696442
510672,9.88649040400177
510674,27.429338234199722
510682,18.31589468886735
510690,19.57984499194706
510692,20.71630031474591
510695,21.289812717484516
510697,18.543909109664902
510720,24.528622870838458
510721,23.15632016170402
510723,21.99541013980174
510727,21.198297864349172
510733,39.454383129742865
510755,30.84193500255388
510758,20.854739175930842
510759,32.710713255876314
510777,15.789279672599484
510910,18.17041241337225
510915,25.909594450664084
510938,23.78306132624321
510959,20.197836146365933
510961,12.923848852964742
510966,16.068100949283036
510967,7.944258607049541
510970,22.36712544179485
510983,18.848214631608258
510994,25.57461591888245
510996,19.400016064031757
510998,16.03286823430338
510999,15.302816168590223
511002,20.39410260767677
511005,16.80239452010975
511035,14.231887250687247
511036,13.573692899816844
511350,13.625965643738528
511376,25.681591510500745
511377,23.462477978377045
511378,22.105273434112156
511379,17.04462857666681
511380,17.63027822291502
511381,18.209562181562216
511384,12.443976805475561
511387,21.567187637191715
513877,23.493349929500646
515880,23.63020249685718
516424,11.577827981405992
516433,13.668922250566448
516437,14.8529655671982
516454,20.263967255562854
516478,23.000125527292827
516497,16.835329542935916
517751,27.09939573687909
517760,24.2249601161615
517768,24.415197638923598
518350,29.624758328625468
518364,21.1913445372413
518369,17.268728187118466
518372,17.18668391410804
518396,20.97805416312654
518459,17.792706255294974
518511,16.4714405641461
518513,23.953571500551096
519018,29.607796019792275
677878,16.019003451689407
677889,16.92434540802948
677892,19.362660938902636
677893,18.683940859809987
677929,20.81964064472943
677931,20.929282534023734
677941,16.208730966840655
677958,24.430389900433564
677972,24.13609990576152
677976,22.52261509817083
677980,25.29810591167246
677994,14.089016924692679
678004,21.17445207398542
678007,18.842934704757408
678014,19.110872088556235
678028,16.629868317495305
678029,22.012131069088465
678032,16.234144372142502
678054,13.72060497825477
678055,14.793170812186142
678066,16.487569977702815
678070,10.8534983442986
678578,14.059581303501524
678580,14.517641563700693
678603,16.263328661712922
678606,23.24746210243416
678608,15.658240657898144
678612,21.399574055962436
685315,22.29950572969863
685334,24.824130557700276
685343,49.402107738228025
685350,15.794759386210508
685360,19.7678348339446
685362,34.73843348339658
685366,18.020301696735753
685374,30.188427166232614
685378,22.62005481725387
685379,22.162145843662433
685388,16.126293648369195
686043,19.625480677196826
686052,22.53161978757111
686054,21.369920384015366
686062,18.537789873397124
686074,14.622131987782055
686076,11.895695249865948
686078,17.124105382963165
686083,17.52108392151305
686084,15.933350585807014
686089,17.998349403844543
686093,26.509516957798795
686098,24.012005958462925
686111,15.664833849361198
686113,29.669496612872937
686117,10.554373920304421
686121,17.475194207543836
686133,27.52844827688184
686135,17.721126232481197
686153,18.250171348180114
686159,21.552151183966966
686168,25.266245590987463
686174,25.365477142519627
686178,16.351356422109895
686181,18.031597901013726
686189,16.447994797235197
686192,12.406720896618658
686194,26.663544418335487
686195,20.21940412579448
686200,19.333732921781365
686201,14.161460292111453
686203,16.466160366709186
686204,20.765217325809054
686205,20.137930969227714
686207,26.19282714805163
686210,23.177139931162444
686224,19.164386213944823
686226,29.869357089662817
686230,23.711089941884218
686241,17.557031145550138
686243,30.673482662416127
686246,30.98999131078208
686250,19.97447797484208
686257,20.081963775771914
686298,24.38568147526177
686301,27.17061281066861
686305,35.06849754560285
686310,32.40168288204932
686312,15.205029938311716
686314,18.91003002750616
686316,19.304678979289555
686318,18.303644617275477
686322,22.235669615133848
686325,24.87216065321112
686328,28.899658383163423
686352,19.507850320199246
686353,18.31184883376086
686356,18.174318439746592
688731,25.38890496216345
688743,20.42118257565304
688750,14.744513932009639
688752,23.386713019501684
688753,18.95552887483246
688758,17.76073940458509
688759,20.370051234852088
688777,19.16577933167352
688782,14.734086598159038
688786,22.251406348117868
688788,25.199480933334026
688798,18.738744735909084
688800,22.2246552869607
688816,16.2119672715299
690368,17.761750896689044
690369,18.607417398111593
690371,20.299998483087922
690432,32.35099230097125
690434,26.609626667193265
690439,13.971580643614837
690454,19.262792545832852
690460,15.89539663698797
690461,10.781158865936982
690462,15.94639691202916
690886,15.40440769060315
690890,25.500686979900056
690891,20.195196848715803
690892,17.2363856494889
690894,18.53161098838412
690895,18.945953468446454
690896,18.316757355957833
690902,22.102117330926273
690903,16.080297185884316
690907,15.83025199065416
690912,20.209804192184293
690921,19.939541569793203
690927,13.896142825530845
690934,15.34800012476517
690943,13.848421808527826
690944,18.695990657030983
690945,19.41682859211165
690946,20.602360855642928
690947,25.264009913688298
690949,15.169106621312794
690950,21.33161950467369
690952,25.262592098496416
690953,23.68646805786184
690954,15.846138054454348
690955,27.344839767614666
690958,17.681005170130458
693028,18.972060596260267
693030,16.389763151120388
693031,16.546822580034505
693035,18.017845537799204
693037,17.89993192698115
693038,19.732749371575597
693039,16.855885834247335
693050,17.757985829248238
693051,17.35982411495265
693060,19.90372497536931
693061,18.97017743623968
693072,17.196546816897694
693074,32.33187019942584
693085,19.658135944841288
693114,14.085802213598589
693127,15.747219161426054
698847,16.036122182568192
698914,21.793554603711097
698917,26.182676096016447
698920,15.191366577569656
698930,19.63463152140959
698931,13.425483922153214
698934,14.14193398102026
698944,22.004870501793743
699993,15.883924847429087
700016,22.008866287705878
701083,15.959369754169845
701087,20.881147718407835
701849,19.257508811704007
701851,15.476068614012346
701855,17.36789871989832
701890,17.094215077813306
701891,16.370905153426015
701907,27.43249145886427
702831,19.573158894913618
B11,17.931316940279547
B18,16.274167537209618
B2,14.24395090831455
B21,20.12544856742201
B23,20.35752089949695
B25,17.88351340097398
B27,14.463190219513411
B3,19.432130756392443
C14,22.40607035583518
C15,18.303226719195735
C16,17.773240103302978
C17,26.35468491867096
C18,21.323265133431025
CE1,21.36781630261249
F13,18.42320726089013
F14,16.021217757393767
F21,20.673818434402854
F22,18.75734432824735
F3,19.30522520832444
F4,16.881694204428822
F7,20.50370753423412
F8,23.20910146454033
M10,17.16825147592324
M11,24.54264862495385
M12,17.223530876547187
M14,22.506134145331366
M15,22.24346956032257
M17,23.580410000587406
M19,18.63045122886764
M3,19.171104621941772
M4,14.996425741286407
M6,24.879246693917697
M8,17.963245082992227
M9,21.127107845796285
O1,20.982553327251903
O10,19.80314852824116
O15,22.00800835615397
O16,19.13189112206966
O21,19.982801364037673
O3,18.037522093759286
O8,18.64828936823967
O9,17.010385360692084
W14,24.980241801317735
W15,21.513756976841357
W16,24.203212044712615
W18,14.779567112705617
W19,13.511943127585724
W20,16.152517110876556
W24,20.325433676288874
W25,20.081551629765638
W26,17.6727796192309
W4,16.449578747103402
W7,16.298658472876024
W8,22.813464774347604
W9,14.757869900027062
