ID,abdomen_brightness_cor
1.2021,23.69410298499849
11.1.2021,16.33081591204174
11.2.2021,15.778601684417785
12.1.2021,17.6315791218469
13.2.2021,15.394582369425155
13.3.2021,17.10994424820569
14.2.2021,19.011297503377605
14.3.2021,19.2919627662185
15.1.2021,12.923790308511762
15.3.2021,16.959335885631635
16.1.2021,24.097222234254954
17.1.2021,19.58014004677467
18.2.2021,20.16607925375574
21.1.2021,19.602483369462124
24.1.2021,18.920723379622174
25.1.2021,23.719994154128234
25.2.2021,25.652454584439795
31.2.2021,18.514703619596766
32.1.2021,20.930119809165674
35.2.2021,18.050747072848438
36.1.2021,17.959171826306697
36.2.2021,23.565612026500258
36.3.2021,20.44604283328919
37.2.2021,16.854343632700278
4.1.2021,30.269339664211273
4.2.2021,22.630448165460933
4.3.2021,12.255573774751168
40.1.2021,14.176844717528505
40.3.2021,19.21868578442154
5.2.2021,24.285068934366414
8.2.2021,14.291811928732923
9.3.2021,18.09275045997689
154170,33.1952231376598
154366,18.776457503172796
154381,30.643842636334185
154383,25.60876737736911
156380,24.37357675051574
156707,15.549964298631679
157342,22.506914304989497
157364,29.795684011004546
157481,24.807963265985357
157487,19.110606279306104
157702,14.709922211451474
157774,18.456058159640683
157786,14.472147425518857
157945,18.799629968919184
158229,17.110503967323684
160569,27.6371719128657
160572,17.71718316544595
270735,16.67709275019626
270743,25.742893982464253
274653,20.862445472720303
275528,15.864687684238966
276449,23.21438149150965
276456,16.734778193534414
276471,27.69838460166778
276472,15.41751759151547
276483,22.730185558766248
276500,16.16152954893781
276503,16.179109161216722
276504,19.438523756815588
276511,19.36901560893909
276690,19.83697794808565
276749,17.876988707760884
276819,32.403869140305495
276822,34.61167179769926
276824,23.571004002602564
276825,24.955520424931855
276828,13.029490665043282
276829,16.155704708216657
276831,19.02948362447152
277069,18.42050546915021
277105,24.833611241386418
277115,21.110269118040538
277123,17.91100864892524
277154,18.097018400037037
277156,18.343526914135328
277161,15.252656753104125
277166,19.070412561526506
279155,20.935225546669518
279174,22.165091312249867
279191,25.904010036200404
279305,15.313903555024451
279315,11.339652919081326
279319,17.748519083286475
279327,15.249648796808998
279334,26.031917794390655
279352,25.8478390015285
279364,23.41805632771567
279371,15.705373511541213
279379,15.413918178949405
279386,16.312784686608893
279389,18.00960781164433
279393,19.90146681939035
279403,15.255733976369488
279406,23.4440165824737
279407,14.510840239563118
279411,18.75940550603737
279414,19.64557874638719
279424,21.27871747594173
279446,19.377790490774583
279448,18.407877470783102
279449,18.593967045827473
279452,19.36635538990963
279461,9.669420402411433
279579,20.332688150088103
279587,15.920169825953396
279594,23.932061748748445
279602,18.943953763083616
279604,16.681593533570613
279605,5.98346095462248
279608,12.490789589776117
279616,14.148679393379105
279625,17.2614454550839
279631,24.266747393567815
279651,7.974647594929439
279660,19.293077982129702
279672,16.318665285257737
279679,19.77453218280379
279684,18.708965156153095
279689,16.967793940597137
279723,30.016748347173223
279725,19.489570540905994
279728,26.085540828549696
279729,18.04480038991566
279730,31.39421082710697
279733,16.037067155124788
279737,36.9180068769913
279739,19.46553483928952
279741,20.818616839714974
279768,25.210980352152976
279785,12.342230017755229
279802,18.2376731508989
279805,18.250093421649698
279824,17.451123704853906
279829,16.103353834216474
279838,14.328277763842538
279847,28.440656578336036
279851,11.37229550941357
279856,15.210957961476636
279871,16.9148520719958
279882,16.637123309954564
279884,14.998314248919893
279888,19.76403352575955
279896,16.887755632604048
279902,25.585090962758127
279910,22.028740923266955
279922,17.630435991456604
279923,25.270331844510324
279931,32.899361583526854
279932,33.9659825899616
279940,20.39406206102722
279950,25.72214607349859
279958,31.358599845122512
279962,28.214238176555728
280001,21.25726180875504
280048,14.298121877763156
280075,23.61259787631083
280087,20.557623975625692
280090,20.499208565988212
280099,22.877643818967982
280107,20.868371264053113
280151,29.125120769030044
280161,14.321517859787953
280174,17.68227639187088
280182,11.946685775178663
280193,12.010968778392016
280205,11.86158416297127
280207,11.79002120020551
282793,16.225843030320743
282809,13.96060924439512
283026,34.89299506496618
