ID,abdomen_brightness,avg_leafdark,avg_leaflight,white,grey1,grey2,grey3,grey4,grey5,grey6,grey7,black
279671,NA,66.33333333,69,202.6666667,183.6666667,146.3333333,111.6666667,108.6666667,60,27,12.66666667,11
279672,47.48,19.66666667,35,180,159.6666667,126.3333333,102.6666667,68.66666667,34.33333333,13.66666667,5,2
279674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279676,NA,68.33333333,88.66666667,232.3333333,213.6666667,188.6666667,159.6666667,121.3333333,79.66666667,41.66666667,22,19
279679,84.522,81,119,220.3333333,203,155.6666667,129.3333333,86,60.66666667,31.33333333,15.33333333,6.333333333
279682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279684,44.00056647,11.33333333,23,204.6666667,159,114,83.33333333,61,38.66666667,18.33333333,13.33333333,11.33333333
279689,99.739,102,137.6666667,225,204,183.6666667,158.6666667,122.3333333,76.66666667,30,13.66666667,5
279694,NA,19.66666667,42,221.3333333,197.3333333,165,134.3333333,93,61.66666667,24.33333333,8.333333333,7.333333333
279698,77.919,36.33333333,81.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
279711,77.418,36.66666667,62.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
279720,62.892,44.66666667,60.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
279723,134.48,92.33333333,133.6666667,238.6666667,210,169.3333333,138,93.33333333,55.66666667,30,16.66666667,11.33333333
279725,110.333,37,124,236.3333333,216.3333333,187.6666667,155.3333333,118.6666667,74.66666667,43,31,26.66666667
279728,130.449,79.66666667,146.3333333,229,210,179,148,105.6666667,72.66666667,44,33,25.66666667
279729,95.65,56.33333333,97,239,218.6666667,186,151.6666667,109.6666667,67,33.33333333,21.66666667,15.66666667
279730,146.955,84,150.3333333,228.6666667,206.6666667,181.3333333,141.6666667,112,73,42.33333333,29.66666667,29
279733,58.071,17,55,204,174.3333333,153.3333333,104,84.33333333,52.66666667,27.66666667,21.66666667,21
279737,113.88,66.66666667,125.6666667,184,156.6666667,121.6666667,94,60.66666667,32,15,6,4.333333333
279739,66.748,11.66666667,61.66666667,205.3333333,179,150.6666667,102,66.66666667,36.66666667,16,7,7
279741,52.29271397,31.66666667,56.66666667,195.6666667,149.6666667,110.3333333,75.66666667,51,35.66666667,20,16.33333333,20
279749,89.80499406,37.66666667,95.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
279756,87.56278721,29,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
279758,NA,55.33333333,73.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
279762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279766,93.95952547,51,107,NA,NA,NA,NA,NA,NA,NA,NA,NA
279768,126.0106952,117.6666667,156.3333333,220.3333333,203.3333333,176.3333333,147.6666667,111,73.66666667,38.66666667,19.33333333,13
279777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279785,75.78030734,81,95.33333333,225.6666667,212.6666667,188,157.3333333,113.6666667,91.66666667,47.66666667,29.66666667,20.33333333
279787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279791,72.29354005,66.33333333,78.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
279802,99.06008309,114.3333333,148,239,225.6666667,195,144,115,75,34,25,16.66666667
279805,67.69047619,51.33333333,95.33333333,248.3333333,213.6666667,160.6666667,122,95.33333333,43.66666667,18.66666667,8.666666667,2.666666667
279821,89.89260143,49.33333333,96.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
279824,58.13,26.33333333,66.33333333,209,185,143,118.3333333,72,34.33333333,17.33333333,6,3
279829,110.6045123,72.33333333,129.6666667,247.3333333,231.6666667,205,170.6666667,130.3333333,102.6666667,65.33333333,43.66666667,25.33333333
279831,102.163,55.66666667,121.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
279838,72.655,15.66666667,93.66666667,234.3333333,214.6666667,182,147,110,69,37.33333333,24,21.33333333
279841,71.17647059,54,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
279842,146.7470103,135.6666667,160.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
279843,NA,17.33333333,102.6666667,226.6666667,202.6666667,165.3333333,132.6666667,88,51.33333333,24.33333333,11.66666667,7.333333333
279847,93.286,38.33333333,120.3333333,191.3333333,160,122.3333333,90.33333333,63,40.66666667,26,16.66666667,13.33333333
279849,74.0256,48,101.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
279851,70.31878459,52,78.66666667,252.3333333,236.6666667,202.6666667,176.3333333,123,82,53.66666667,43,28.66666667
279854,79.53491845,24.66666667,121,NA,NA,NA,NA,NA,NA,NA,NA,NA
279856,91.906,81.33333333,104.3333333,223.6666667,203.6666667,178,158,114,81.66666667,63.33333333,41.66666667,19.66666667
279857,NA,20,68.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
279860,88.95437915,48.33333333,138,NA,NA,NA,NA,NA,NA,NA,NA,NA
279864,134.9373268,112,148.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
279871,54.806,30.66666667,59.33333333,207.3333333,179.3333333,147.6666667,108,70.33333333,42.33333333,19.66666667,9.333333333,6
279872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279877,120.723,103.6666667,114.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
279882,67.82763916,16,82,225.3333333,194.6666667,152,129,106,57.66666667,37,13,4.333333333
279884,48.488,23.33333333,45.33333333,198,176,140,112.6666667,78,48.33333333,23.66666667,11,7
279888,68.022,63,80,223.3333333,191,142.3333333,85,82.66666667,57.33333333,31,16.66666667,9.333333333
279889,69.51334317,16,43.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
279896,100.692,71,109.6666667,245.6666667,227.6666667,199.6666667,166.3333333,121.3333333,74,32,20,14
279899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279901,NA,84.66666667,136.3333333,254,222.6666667,180,156,134.3333333,70.33333333,19.66666667,5.333333333,1.333333333
279902,109.054,79.33333333,116.6666667,210.6666667,185.3333333,151.6666667,123,92.33333333,62.33333333,37.66666667,27.33333333,23.33333333
279903,71.74068599,17.66666667,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
279910,55.07,29.33333333,42.66666667,149,130.3333333,102,73.66666667,46.33333333,27.33333333,12,5.333333333,3.666666667
279911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279912,134.7735456,63,134.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
279913,57.88697053,25.66666667,70.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
279915,NA,135.6666667,165,NA,NA,NA,NA,NA,NA,NA,NA,NA
279916,158.6139504,148.6666667,177.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
279922,56.296,24,42.33333333,201,175,141.3333333,106.3333333,65,41.66666667,19,6,4.333333333
279923,86.99748814,42,102.6666667,222.6666667,186,132.3333333,90.33333333,62,37.33333333,22,14,10
279928,114.4887095,83.33333333,123.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
279931,125.955,51.66666667,174,210.3333333,186.6666667,148.6666667,114,76.33333333,50.66666667,25,19,14
279932,99.11974164,37.33333333,93.33333333,181,140,104,79.33333333,54.66666667,40,28,24.33333333,20.33333333
279940,53.586,29.33333333,58,199,170,124,85,47,25.66666667,6.333333333,2,1
279947,43.32200097,9.333333333,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
279950,127.921,84.33333333,149.3333333,235.6666667,213.6666667,186.6666667,148,119.6666667,44,17.33333333,4,2.333333333
279958,130.85,100.3333333,122.3333333,210.6666667,182.3333333,157.6666667,131.6666667,95.66666667,62.33333333,38.66666667,39,30
279961,136.1615505,108.3333333,181.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
279962,123.542,85.33333333,130,224,201.3333333,174,130.3333333,88.33333333,49,23.33333333,8,4.666666667
279971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279975,87.11251664,21.33333333,112.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
280001,92.20026525,61.33333333,87.33333333,215,189,156.3333333,121.3333333,95.33333333,60.66666667,31.66666667,22.33333333,16
280008,112.1504485,73.66666667,120.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
280048,64.89275172,31,47,230.3333333,206.3333333,168.3333333,144.6666667,104,64,34.66666667,21,17.66666667
280054,95.03386551,53,116,NA,NA,NA,NA,NA,NA,NA,NA,NA
280075,87.027,30,109,208.6666667,193.3333333,145.3333333,98,76.66666667,42.33333333,17.33333333,6.666666667,4.666666667
280082,55.893,28.33333333,35.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
280087,91.872,104,123.6666667,218.3333333,196.6666667,162.6666667,125,93,57,36.66666667,25.66666667,13.33333333
280090,57.99,52.33333333,63.66666667,176,151.3333333,117.3333333,87.66666667,58,35.33333333,10,5.666666667,3.333333333
280093,72.433,53.66666667,111.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
280099,107.833,107,172.6666667,231,210.6666667,177.6666667,140,95.66666667,53.66666667,23.66666667,7,3
280107,82.494,88.33333333,105.3333333,202.3333333,175,147.3333333,113.3333333,81.33333333,53.33333333,27,21.33333333,18
280117,NA,66.33333333,92.66666667,218.3333333,196.3333333,165.6666667,135.6666667,104.3333333,68.66666667,35.66666667,20,13.66666667
280122,NA,59,124.3333333,232,213,185,154.3333333,117.6666667,75,42,24.66666667,20
280129,NA,47.33333333,67,211,185.6666667,147.3333333,119.6666667,83,49.66666667,23.33333333,11,6
280151,118.249,113.6666667,151.6666667,206.3333333,182.6666667,149.3333333,122.6666667,92.66666667,61.33333333,31.66666667,16.66666667,12.33333333
280161,72.84,40.33333333,65.66666667,219,196.6666667,176,130,106,88.33333333,43.66666667,21,19.33333333
280174,85.567,19,75,225,203,174,134.3333333,101.3333333,59,34.66666667,31.33333333,23.33333333
280182,49.465,21.66666667,38.66666667,221.3333333,198.3333333,167,138.3333333,106,64.66666667,36.33333333,18.33333333,10.33333333
280193,40.643,25.33333333,27,204.3333333,183,149.6666667,121.6666667,93,59.66666667,30.66666667,19,14.33333333
280197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280199,62.921,48.33333333,57.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
280203,57.936,42.33333333,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
280205,36.185,15.33333333,45.66666667,206,179.6666667,149.6666667,121,89,55.33333333,29.33333333,21.66666667,14.33333333
280207,49.868,24.66666667,35.66666667,214.6666667,194,165.3333333,136.3333333,102,66.33333333,34.66666667,19.66666667,13.66666667
280844,64.99807043,13,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
282793,52.95228041,32.66666667,42.66666667,203.3333333,176.3333333,142.3333333,107.3333333,74.66666667,43.33333333,27.33333333,16,14.66666667
282809,30.70074153,18,25,191,163.6666667,130,95.66666667,68.66666667,39.33333333,17.66666667,10,8.666666667
282819,145.4923652,84.33333333,145,NA,NA,NA,NA,NA,NA,NA,NA,NA
282968,NA,25.33333333,98.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
282977,74.12181436,40.66666667,51.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
282985,69.61167643,31,87.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
283023,NA,30.66666667,78.33333333,199.6666667,171.3333333,129.6666667,92,59.33333333,44,17,8,5
283026,126.9689339,69.33333333,137,216,181,152.3333333,70.33333333,81.33333333,40.33333333,24.66666667,18,15.66666667
283029,68.96100763,18.66666667,91.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
283034,120.0537931,100,137,NA,NA,NA,NA,NA,NA,NA,NA,NA
283037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283040,107.7320317,52,130.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
284167,46.528,21.33333333,38,227.3333333,207.3333333,171.6666667,131,64.66666667,37.33333333,22,10.66666667,6.333333333
284171,52.125,24.66666667,44.66666667,210.3333333,193,147,125,86.66666667,60.33333333,32,26,NA
284178,69.602,32,66.33333333,241,232.6666667,205,173.3333333,129,82.33333333,43.33333333,25.66666667,17.33333333
284183,54.594,19.33333333,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
284194,99.703,56,101.3333333,217.3333333,192.3333333,139.6666667,127,68.33333333,63,25,13,8.666666667
284523,109.4151922,64,93.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
284528,78.34173325,89.66666667,102,NA,NA,NA,NA,NA,NA,NA,NA,NA
284582,87.64597254,48.33333333,86.66666667,246,229.3333333,186.3333333,153.3333333,115,65.66666667,41,26.66666667,18
285646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285655,143.4363863,113.6666667,146.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
285663,72.40746306,29.33333333,68.66666667,238.3333333,216.6666667,188.6666667,160.6666667,116.3333333,76.33333333,44.33333333,25.33333333,20
285668,NA,75.66666667,122.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
285671,91.6945208,49.66666667,105.6666667,250,215.3333333,185.3333333,153.6666667,106,72,31,18.66666667,13.66666667
285675,84.83072,41.33333333,78.33333333,234,211.6666667,183.3333333,154.3333333,113,65.66666667,32.33333333,19.33333333,10.66666667
285678,107.956754,78.33333333,129.6666667,241.3333333,217,187.6666667,151.3333333,118,85.33333333,48.33333333,29.33333333,22
285689,NA,87,111.3333333,206.6666667,185.6666667,150,122,90.33333333,56,28.66666667,17.33333333,15.33333333
285695,83.65332287,34,94,231.3333333,208.6666667,183,148,124.6666667,60,33,19.66666667,16.33333333
285698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285700,120.1271971,129.6666667,170.3333333,230.3333333,211.3333333,176.6666667,143.3333333,103.3333333,71.66666667,40,27.66666667,13
285703,103.3532595,33.66666667,92,199.3333333,187,147.6666667,138,97.33333333,61.66666667,32.66666667,20.66666667,18
285713,128.5382018,78,132,NA,NA,NA,NA,NA,NA,NA,NA,NA
285716,93.06432855,29.66666667,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
286114,61.63630912,47.33333333,56.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
286117,NA,72,108,NA,NA,NA,NA,NA,NA,NA,NA,NA
287281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287289,90.45880536,18.33333333,69.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
287295,123.2829493,78.33333333,131.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
287308,87.53004292,42,66.33333333,242.3333333,222,175.6666667,134.3333333,85.33333333,53.33333333,28.66666667,17,10.66666667
287323,62.48202642,45,64.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
287340,62.53215945,43.33333333,70.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
287353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287369,121.9619048,78.66666667,152,NA,NA,NA,NA,NA,NA,NA,NA,NA
287410,93.74907652,47.33333333,124.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
287424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287430,57.70039559,20,64,237.3333333,208.3333333,168.3333333,129.6666667,118.3333333,59,29.66666667,19,16.33333333
287437,NA,67.33333333,139.3333333,232.3333333,209.3333333,164.3333333,126,99.66666667,63.66666667,39,27.66666667,21.33333333
287836,NA,107.6666667,160.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
288829,62.145,22.33333333,61.66666667,211,186.3333333,152.3333333,120,82,50.66666667,23.33333333,18,15
288831,62.1,22.33333333,68.66666667,191.3333333,166.3333333,144,89.66666667,64,34.33333333,17,11.66666667,10.66666667
292267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292310,73.99566797,71.33333333,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
318148,44.24,19,40.33333333,221.3333333,196.3333333,149.6666667,114.3333333,74.33333333,38.33333333,15.66666667,6.666666667,4
499154,54.745,14.66666667,36.33333333,182.6666667,152,116.6666667,82.33333333,53.33333333,20.33333333,8,5,3.666666667
499158,55.753,34.66666667,57,207,182,149,113,75.66666667,44.33333333,19,11.33333333,8.333333333
499175,77.772,55.66666667,89.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
499176,87.492,61,118.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
499177,50.92,9.333333333,34.66666667,178.6666667,161,131.6666667,112,74,46.33333333,16,7.666666667,6.666666667
499179,82.357,26.66666667,84.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
499189,NA,45,119.6666667,225.6666667,201.3333333,169.6666667,131.3333333,103.6666667,46,15,6.666666667,6.333333333
499190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499191,NA,23,62.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
499197,69.48,29.33333333,72.66666667,204,176,127.3333333,105.3333333,71.33333333,41.66666667,19.33333333,9.666666667,7.333333333
499207,NA,32.66666667,72.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
499214,NA,16,45.33333333,212.3333333,193,155.6666667,128.6666667,100.6666667,68.66666667,32,11.66666667,9
499223,NA,38.66666667,51,236,215.6666667,157,126.3333333,97,52.33333333,18.66666667,8.666666667,6
499228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499230,NA,50,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
499231,NA,26.33333333,64.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
499235,84.17,29,67,213,203,175.3333333,133.3333333,111,74,36.33333333,16,9
499236,81.348,37.33333333,110.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
499246,NA,8,59,203.6666667,182,138.6666667,103.3333333,64.33333333,43,20,11,9
499251,67.819,32.66666667,72.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
499255,97.896,49,112.6666667,216.3333333,194,145.6666667,113.6666667,80.66666667,45.33333333,15,11.33333333,7
499280,81.212,77.66666667,115.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
499292,NA,24,56,206,186.6666667,170,97.66666667,122.6666667,41.66666667,23.33333333,14.66666667,7.666666667
499298,76.264,21,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
499306,NA,45.33333333,117,192.6666667,168.3333333,129.3333333,100.3333333,80,44,15.66666667,9,7
499327,88.701,19,89,NA,NA,NA,NA,NA,NA,NA,NA,NA
499357,112.134,102.6666667,148.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
499365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501942,55.61805556,13.33333333,61,213.3333333,191.6666667,153.6666667,132,102.3333333,48.33333333,26.66666667,12.33333333,8.333333333
501951,68.875,9,80.33333333,182.6666667,175.6666667,151,127.6666667,104,71.33333333,48.33333333,26,15.66666667
501953,82.003,26.33333333,74.66666667,225.6666667,208.6666667,176,151,121.3333333,86.33333333,39.33333333,21,14
501959,NA,70.33333333,126.6666667,205.6666667,175.3333333,116.3333333,80.33333333,62.33333333,37,20.66666667,16.66666667,17.33333333
501975,75.601,27,76.66666667,231.6666667,214.6666667,189.6666667,155.3333333,120.3333333,81.66666667,39.33333333,21,13
501982,71.248,33.33333333,64.33333333,222.6666667,199.3333333,167,120.3333333,87.66666667,81,35.33333333,21.33333333,15
502002,105.852,46.33333333,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
502005,116.612,79.66666667,124.6666667,230,205,172.3333333,144.6666667,117.3333333,75.33333333,34.33333333,16.66666667,13.66666667
502007,108.909,82.66666667,137,235,221.3333333,197.6666667,177.3333333,132,107.3333333,47.66666667,29.33333333,20.33333333
502009,90.799,67.66666667,91.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
502016,129.832,81.33333333,105,NA,NA,NA,NA,NA,NA,NA,NA,NA
502029,117.373,74,114.3333333,225.6666667,211,185.3333333,151.3333333,108.3333333,67.33333333,38,18.66666667,10.66666667
502036,138.039,81,139,NA,NA,NA,NA,NA,NA,NA,NA,NA
502044,78.717,64.33333333,66,239,223.6666667,193.3333333,158.6666667,123.6666667,87.33333333,48.33333333,25.66666667,18
502123,88.254,28.66666667,84.33333333,211,185,154.3333333,127,96.33333333,59,27.33333333,13.66666667,12
502129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502133,58.984,19.33333333,52,231.6666667,211.6666667,185.3333333,148,117.6666667,84,61.33333333,34.33333333,16.33333333
502143,89.136,64.66666667,109,230.6666667,215,184,157.3333333,142,69.33333333,40.66666667,27.33333333,15
502146,68.488,24,56.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
502148,NA,68.33333333,86,246.6666667,225,193.3333333,163,131.3333333,100.3333333,58.33333333,27.33333333,15.66666667
502150,99.559,44,78.33333333,219,194.3333333,165,130,98.66666667,69,36,22.33333333,20
502153,82.85,62.66666667,82.33333333,230.3333333,208.3333333,188,143.6666667,118,69.66666667,32.66666667,15,8
502155,113.014,86.66666667,116.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
502160,98.444,93,108,214,197,169.3333333,142,120,92,51.66666667,30,26
502164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502167,121.591,85,128,236.3333333,213.3333333,165.6666667,159,111.3333333,85.66666667,36,20,12.33333333
502169,53.891,18.33333333,30,243.3333333,228.3333333,204,162,118,93.66666667,42.66666667,22.33333333,14.66666667
502172,76.785,39.66666667,63.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
502176,59.331,23.66666667,76.66666667,192.3333333,164.6666667,142.3333333,114.6666667,85,52.66666667,18.66666667,11.33333333,8.333333333
502521,72.905,39.33333333,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
502523,90.516,43,107.3333333,239.6666667,223.6666667,198,163.6666667,126,97,66.33333333,47.66666667,33
502526,NA,81.33333333,132,228,208,179.3333333,147.6666667,118.3333333,78.66666667,42,22.66666667,14.66666667
502527,87.509,59,63.33333333,239,217.6666667,191,153,116.6666667,78.66666667,48.66666667,32.33333333,26.66666667
502530,104.143,65.33333333,117.6666667,238.3333333,222.6666667,200.6666667,162.3333333,128,88,54,27.33333333,19.66666667
502531,80.76,23.66666667,92,233.3333333,216.6666667,191.3333333,168,111.6666667,74,47.33333333,22,13
502535,74.501,27.66666667,64.66666667,225.6666667,200.6666667,172.3333333,127.3333333,85.66666667,56,24.66666667,9.666666667,5.666666667
502552,91.333,38.66666667,96,200,172,150,123,102.6666667,64.66666667,28.66666667,15.33333333,12.66666667
502553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502555,116.276,95.33333333,114,223,202.6666667,169.6666667,133.6666667,93.33333333,59.66666667,30.66666667,13,7.333333333
502557,60.113,12.33333333,59.33333333,178,154.3333333,125,96.66666667,75.66666667,46,26,18,14.66666667
502559,90.211,49.33333333,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
502562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502596,33.124,10,29.66666667,195.6666667,162.3333333,138.3333333,102.6666667,76,49.33333333,21.33333333,9.666666667,5
502600,55.926,19.33333333,47.33333333,214,196,163.3333333,137.3333333,103.6666667,72.33333333,37.33333333,20,15
502603,91.985,20.66666667,97,214,184.6666667,146.6666667,110,89,39.66666667,19.33333333,12.33333333,7.333333333
502605,112.273,61.33333333,95,225.6666667,206.6666667,190.3333333,168,132,112,89,79.33333333,71
502614,71.712,44.33333333,77.66666667,238,219.3333333,193.6666667,168.6666667,104.6666667,74,44.33333333,13.66666667,8.666666667
502616,49.466,30,38,186.6666667,164.6666667,134.6666667,110,81,46,24.33333333,13,10.66666667
502617,59.203,29.33333333,31.33333333,211,194.3333333,165.3333333,144,114.6666667,62,40,17,11.33333333
502618,78.937,46,56.66666667,236.3333333,222.3333333,204.6666667,154.3333333,143,83.66666667,67.33333333,31.33333333,25
502625,71.774,12.33333333,73.66666667,182.6666667,154.6666667,124,98.66666667,65.66666667,44.66666667,21,8,6
502633,79.551,44.66666667,89.66666667,230.6666667,215.3333333,186.3333333,151.3333333,115,74.66666667,46.66666667,27,13.33333333
502637,55.416,24,75.66666667,220.6666667,200.3333333,177.6666667,139,113.3333333,60.66666667,49.33333333,21.33333333,22.66666667
502864,134.172,88,118.3333333,206,188.3333333,169.6666667,142.3333333,105.3333333,74.33333333,43.66666667,44.33333333,19.33333333
502869,42.923,9.666666667,22,171,144.6666667,117,89,65,39.33333333,16,7.666666667,7
502871,80.94,36.66666667,70.33333333,205,178.6666667,150.6666667,122.6666667,94,66.66666667,42,30.66666667,16.66666667
502872,67.102,20.33333333,68,169.6666667,145.6666667,120,95,71,53.66666667,28.66666667,15,12.66666667
502874,76.781,19,82.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
502875,91.726,61.66666667,82.66666667,241,226.6666667,209.6666667,181,137.6666667,115.3333333,55.66666667,34.33333333,21
502877,64.041,12.33333333,29.66666667,205.6666667,177.6666667,149.6666667,121,85.66666667,59.66666667,31,20.33333333,14.66666667
502882,85.737,55,76.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
502888,106.444,53.66666667,130,219,194.3333333,165.3333333,141,105.3333333,68,29.66666667,14,10.66666667
502890,80.501,83,87.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
502892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502893,81.491,34,100,212.3333333,191,158,136.3333333,94.33333333,64.33333333,35,17.33333333,11
502895,92.213,66.66666667,90.66666667,224,205.3333333,175,145.3333333,104.3333333,72,35,21.33333333,15
502926,122.937,114.6666667,137.6666667,235.3333333,225.6666667,186.6666667,139.6666667,105.6666667,79,47.66666667,33.33333333,29.33333333
502933,126.457,68,104,NA,NA,NA,NA,NA,NA,NA,NA,NA
502939,71,26.33333333,44.33333333,205.3333333,176,152.6666667,117.3333333,87.33333333,54.33333333,24.33333333,11.33333333,9
502942,142.026,87.66666667,174,NA,NA,NA,NA,NA,NA,NA,NA,NA
502946,66.3,29.66666667,73.66666667,186.6666667,149.3333333,107,77.66666667,56.33333333,30.66666667,9.666666667,4.333333333,3
502971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503261,102.518,57.66666667,115.3333333,185.3333333,177,165.3333333,140.3333333,114.6666667,74.33333333,43,20.66666667,14
503268,89.406,48.33333333,95.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
503282,NA,21,112.3333333,233.6666667,209.6666667,181.6666667,150,109.6666667,96,57.33333333,30,22.66666667
503285,65.661,11,64,223,201.6666667,169.3333333,136.6666667,102.6666667,67.33333333,34,17.66666667,14.66666667
503288,70.408,12,44.33333333,236.3333333,218,184,158,126,108.6666667,55.33333333,22,15
503290,56.346,11.33333333,18.66666667,231.6666667,214,184.6666667,155,118.6666667,88.33333333,50.66666667,33.33333333,29
503296,100.084,80.66666667,134,NA,NA,NA,NA,NA,NA,NA,NA,NA
503301,94.814,66.66666667,70,238.3333333,221,192.3333333,165.3333333,129.3333333,103.3333333,66.33333333,40,19.66666667
503304,89.984,65,112.6666667,174.3333333,150.6666667,124.6666667,102.3333333,76.33333333,50.66666667,30.66666667,24,21.33333333
