name,spectro
white,79.6619718652836
grey1,58.770335599184335
grey2,41.49675197366785
grey3,29.90788449738414
grey4,21.22669661336264
grey5,15.484730055508248
grey6,11.94398232898502
grey7,9.918929400008805
black,9.784593247186937
